8C140B3D.BBS,1. Born To Be Wild- Steppenwolf
D337724C.BBS,2. Brown Eyed Girl- Van Morrison
E5CD3BC4.BBS,3. Get Lucky- Daft Punk
E165C506.BBS,4. Hotel California- Eagles
3115EACB.BBS,5. Rolling In The Deep- Adele
A39184CA.BBS,6. Superstition- Stevie Wonder
1D9C970C.BBS,7. Sweet Home Alabama- Lynyard Skynyard
D9A5576C.BBS,8. Take it Easy- Eagles
CC3B0E08.BBS,9. Wonderful Tonight- Eric Clapton
86605EF6.BBS,10. Wonderwall- Oasis
