1671B061.BBS,1. Odd Time 1- 5/4
CCDB7F1C.BBS,2. Odd Time 2- 5/8
E662C0AF.BBS,3. Odd Time 3- 6/8
71F64D43.BBS,4. Odd Time 4- 6/8 feels like 3/4
BCF4AD08.BBS,5. Odd Time 5- 7/4
38AB730B.BBS,6. Odd Time 6- 7/8
20F00BEF.BBS,7. Odd Time 7- 9/4
EF529442.BBS,8. Odd Time 8- 9/8
DB7F4A0D.BBS,9. Odd Time 9- 9/4 Ethno
B415EF62.BBS,10. Odd Time 10- 7/8
